fips_county,fast_food,grocery
55029,23.0,12.0
55031,24.0,7.0
55033,23.0,6.0
55035,85.0,12.0
55039,65.0,14.0
55041,3.0,
55043,19.0,14.0
55045,22.0,9.0
55047,8.0,3.0
55049,11.0,3.0
55053,16.0,4.0
55055,52.0,13.0
55057,12.0,5.0
55059,119.0,28.0
55061,8.0,4.0
55063,90.0,11.0
55065,7.0,3.0
55067,12.0,4.0
55069,18.0,6.0
55071,40.0,11.0
55073,79.0,25.0
55075,27.0,8.0
55077,6.0,3.0
55079,645.0,215.0
55081,21.0,8.0
55083,18.0,5.0
55085,22.0,9.0
55087,131.0,23.0
55089,62.0,12.0
55091,6.0,
55093,19.0,6.0
55095,27.0,14.0
55097,48.0,6.0
55099,5.0,4.0
55101,128.0,37.0
55103,8.0,4.0
55105,112.0,23.0
55107,5.0,
55109,57.0,10.0
55111,54.0,16.0
55113,8.0,3.0
55115,22.0,7.0
55117,76.0,16.0
55119,6.0,
55121,13.0,8.0
55123,11.0,6.0
55125,14.0,6.0
55127,74.0,15.0
55129,5.0,4.0
55131,89.0,17.0
55133,287.0,50.0
55135,34.0,9.0
55137,7.0,6.0
55139,116.0,19.0
55141,44.0,11.0
56001,28.0,4.0
56003,4.0,3.0
56005,30.0,4.0
56007,9.0,4.0
56009,4.0,
56011,3.0,4.0
56013,24.0,6.0
56015,7.0,3.0
56017,3.0,
56019,7.0,4.0
56021,67.0,6.0
56023,8.0,5.0
56025,50.0,7.0
56029,18.0,3.0
56031,5.0,
56033,24.0,8.0
56035,,3.0
56037,31.0,5.0
56039,17.0,9.0
56041,15.0,
56043,3.0,3.0
56045,3.0,4.0
